segment,t,source,px,py,pz,vx,vy,vz,qw,qx,qy,qz,yaw,bgx,bgy,bgz,bax,bay,baz,covariance_t,pvarx,pvary,pvarz,vvarx,vvary,vvarz,yawvar,accepted_count,rejected_count
0,1,initial,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.01,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.02,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.03,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.04,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.05,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.06,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.07,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.08,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.09,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.1,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.04,0,0
0,1.1,gps_accepted,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.11,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.12,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.13,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.14,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.15,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.16,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.17,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.18,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.19,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.2,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,0
0,1.2,gps_rejected,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1,0.50124688319553,0.50124688319553,0.501246883028403,0.508213509883429,0.508213509883429,0.508212931450397,0.0171446938061639,1,1
1,1.3,initial,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3,1,1,1,1,1,1,0.04,0,0
1,1.3,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.3,1,1,1,1,1,1,0.04,0,0
1,1.305,gps_accepted,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.305,0.50000312498068,0.50000312498068,0.50000312498068,0.50002099134182,0.50002099134182,0.500020991338202,0.0171428617442433,1,0
1,1.31,imu,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.305,0.50000312498068,0.50000312498068,0.50000312498068,0.50002099134182,0.50002099134182,0.500020991338202,0.0171428617442433,1,0
